"SMILES","CASRN","EXTERNALID","N","NAME","ARTICLEID","PUBMEDID","PAGE","TABLE","logBB","UNIT {logBB}","logBB {measured, converted}","UNIT {logBB}","Tissue","Dataset","Species","VOC","Drug_Class","DataSetName","comment (chemical)"
"CCCO","-","-","52","propanol","A24","15068364","651","3","-0.16","Log unit","-0.3684","ln unit","","Train","","","","",""
"CC(C)=O","-","-","53","propanone","A24","15068364","651","3","-0.15","Log unit","-0.3454","ln unit","","Train","","","","",""
"FC(Br)C(F)(F)F","-","-","54","Teflurane","A24","15068364","651","3","0.27","Log unit","0.6217","ln unit","","Train","","","","",""
"CC1=CC=CC=C1","-","-","55","Toluene","A24","15068364","651","3","0.37","Log unit","0.852","ln unit","","Train","","","","",""
"ClC=C(Cl)Cl","-","-","56","Trichloroethene","A24","15068364","651","3","0.34","Log unit","0.7829","ln unit","","Train","","","","",""
"C=1(C(=O)O)C(OC(=O)C)=CC=CC1","-","-","57","Acetylsalicylic acid","A24","15068364","651","3","-0.5","Log unit","-1.151","ln unit","","Train","","","","",""
"CCCC(C(O)=O)CCC","-","-","58","Valproic acid","A24","15068364","651","3","-0.22","Log unit","-0.5066","ln unit","","Train","","","","",""
"OC(C1=CC=CC=C1O)=O","-","-","59","Salicyclic acid","A24","15068364","651","3","-1.1","Log unit","-2.533","ln unit","","Train","","","","",""
"CC(NC1=CC=C(O)C=C1)=O","-","-","60","p-Acetamidophenol","A24","15068364","651","3","-0.31","Log unit","-0.7138","ln unit","","Train","","","","",""
"C1=CC(=CC=C1CCCC(=O)O)N(CCCl)CCCl","-","-","61","Chlorambucil","A24","15068364","651","3","-1.7","Log unit","-3.914","ln unit","","Test","","","","",""
"NCCC1=NC(=CS1)C2=CC=CC=C2","-","-","62","-","A24","15068364","651","3","-1.3","Log unit","-2.993","ln unit","","Test","","","","",""
"NCCC1=CN2C=CC=CC2=N1","-","-","63","-","A24","15068364","651","3","-1.4","Log unit","-3.224","ln unit","","Test","","","","",""
"CCCN(CCC)CCC1=C2CC(=O)NC2=C(O)C=C1","-","-","64","-","A24","15068364","651","3","-0.43","Log unit","-0.9901","ln unit","","Test","","","","",""
"CCCN(CCC)CCC1=C2CC(=O)NC2=CC=C1","-","-","65","-","A24","15068364","651","3","0.25","Log unit","0.5756","ln unit","","Test","","","","",""
"CNCCC1=CC=CC=N1","-","-","66","-","A24","15068364","651","3","-0.3","Log unit","-0.6908","ln unit","","Test","","","","",""
"CN(CCC1=CC=CC=N1)C","-","-","67","-","A24","15068364","651","3","-0.06","Log unit","-0.1382","ln unit","","Test","","","","",""
"NCCC1=NC=CS1","-","-","68","-","A24","15068364","651","3","-0.42","Log unit","-0.9671","ln unit","","Test","","","","",""
"S=C(NC1CCCCC1)N2CCC(CC2)C3=CNC=N3","-","-","69","-","A24","15068364","651","3","-0.16","Log unit","-0.3684","ln unit","","Test","","","","",""
"NC(=O)N1C2=CC=CC=C2CCC3=CC=CC=C13","-","-","70","-","A24","15068364","651","3","0.0","Log unit","0.0","ln unit","","Test","","","","",""
"NC(=O)N1C2=CC=CC=C2C3OC3C4=CC=CC=C14","-","-","71","-","A24","15068364","651","3","-0.34","Log unit","-0.7829","ln unit","","Test","","","","",""
"CC(C)C1=NC(=NO1)C2=C3CN(C)C(=O)C4=C(Cl)C=CC=C4N3C=N2","-","-","72","-","A24","15068364","651","3","-0.3","Log unit","-0.6908","ln unit","","Test","","","","",""
"CN1CC2=C(N=CN2C3=CC=CC(Cl)=C3C1=O)C4=NOC(=N4)C(C)(C)O","-","-","73","-","A24","15068364","651","3","-1.34","Log unit","-3.085","ln unit","","Test","","","","",""
"CN1CC2=C(N=CN2C3=CC=CC(Cl)=C3C1=O)C4=NOC(=N4)C(C)(O)CO","-","-","74","-","A24","15068364","651","3","-1.82","Log unit","-4.191","ln unit","","Test","","","","",""
"CN(CCC=C1C2=C(CCC3=C1C=CC=C3)C=CC=C2)C","-","-","75","Amitriptyline","A24","15068364","651","3","0.89","Log unit","2.049","ln unit","","Test","","","","",""
"CN1C(N(C2=C(C1=O)NC=N2)C)=O","-","-","76","Theophylline","A24","15068364","651","3","-0.29","Log unit","-0.6677","ln unit","","Test","","","","",""
"CN1C=NC=2N(C(N(C)C(C21)=O)=O)C","-","-","77","Caffeine","A24","15068364","651","3","-0.06","Log unit","-0.1382","ln unit","","Test","","","","",""
"CC(CC1=CC=C(C(C(O)=O)C)C=C1)C","-","-","79","Ibuprofen","A24","15068364","651","3","-0.18","Log unit","-0.4145","ln unit","","Test","","","","",""
"OC1C2C34CCN(C)C(C3C=C1)CC5=C4C(O2)=C(OC)C=C5","-","-","80","Codeine","A24","15068364","651","3","0.55","Log unit","1.266","ln unit","","Test","","","","",""
"CCCC(C1(C(NC(NC1=O)=O)=O)CC)C","-","-","81","pentobarbital","A24","15068364","651","3","0.12","Log unit","0.2763","ln unit","","Test","","","","",""
"CC1=NN=C2CN=C(C3=CC(Cl)=CC=C3N12)C4=CC=CC=C4","-","-","82","Alprazolam","A24","15068364","651","3","0.04","Log unit","0.0921","ln unit","","Test","","","","",""
"COC1=CC2=C(N(C(C)=C2CC(O)=O)C(C3=CC=C(C=C3)Cl)=O)C=C1","-","-","83","Indomethacin","A24","15068364","651","3","-1.26","Log unit","-2.901","ln unit","","Test","","","","",""
"OC1N=C(C2=CC(Cl)=CC=C2NC1=O)C3=CC=CC=C3","-","-","84","Oxazepam","A24","15068364","651","3","0.61","Log unit","1.405","ln unit","","Test","","","","",""
"OCCOCCN1CCN(C(C2=CC=C(C=C2)Cl)C3=CC=CC=C3)CC1","-","-","85","Hydroxyzine","A24","15068364","651","3","0.39","Log unit","0.898","ln unit","","Test","","","","",""
"CNCCCN1C2=CC=CC=C2CCC3=CC=CC=C31","-","-","86","Desipramine","A24","15068364","651","3","1.2","Log unit","2.763","ln unit","","Test","","","","",""
"CC1=NC=C2N1C3=C(C=C(C=C3)Cl)C(=NC2)C4=CC=CC=C4F","-","-","87","Midazolam","A24","15068364","651","3","0.36","Log unit","0.8289","ln unit","","Test","","","","",""
"COC1=CC=C(C=C1OC)CCN(CCCC(C(C)C)(C2=CC(OC)=C(OC)C=C2)C#N)C","-","-","88","Verapamil","A24","15068364","651","3","-0.7","Log unit","-1.612","ln unit","","Test","","","","",""
"CN(CCCN1C2=CC=CC=C2SC3=CC=CC=C13)C","-","-","89","Promazine","A24","15068364","651","3","1.23","Log unit","2.832","ln unit","","Test","","","","",""
"CN(CCCN1C2=C(SC3=C1C=C(Cl)C=C3)C=CC=C2)C","-","-","90","Chlorpromazine","A24","15068364","651","3","1.06","Log unit","2.441","ln unit","","Test","","","","",""
"FC(F)(F)C=1C=C2C(SC=3C=CC=CC3N2CCCN4CCN(C)CC4)=CC1","-","-","91","Trifluoroperazine","A24","15068364","651","3","1.44","Log unit","3.316","ln unit","","Test","","","","",""
"CSC1=CC=C2SC3=C(N(C2=C1)CCC4CCCCN4C)C=CC=C3","-","-","92","Thioridazine","A24","15068364","651","3","0.24","Log unit","0.5526","ln unit","","Test","","","","",""
"C=1C=CC(=CC1)NC(=O)OC=2C=CC3=C(C2)C4(C(N3C)N(CC4)C)C","-","-","94","Phenserine","A24","15068364","651","3","1.0","Log unit","2.303","ln unit","","Test","","","","",""
"C1CC(OC1CO)N2C=NC3=C2NC=NC3=O","-","-","97","Didanosine","A24","15068364","651","3","-1.3","Log unit","-2.993","ln unit","","Test","","","","",""
"CC1=CN(C(NC1=O)=O)C2CC(C(O2)CO)N=N#N","-","-","98","Zidovudine","A24","15068364","651","3","-0.72","Log unit","-1.658","ln unit","","Test","","","","",""
"CC1=CC=NC=2N(C3=C(C=CC=N3)C(NC21)=O)C4CC4","-","-","99","Nevirapine","A24","15068364","651","3","0.0","Log unit","0.0","ln unit","","Test","","","","",""
"CCC(NC(C1=C(C(C2=CC=CC=C2)=NC3=C1C=CC=C3)C)=O)C4=CC=CC=C4","-","-","100","SB-222200","A24","15068364","651","3","0.3","Log unit","0.6908","ln unit","","Test","","","","",""
"C1=CC=NC(CCCCNC=2NC=C(C(N2)=O)CC3=CC=C(N=C3)C)=C1OC","-","-","1","icotidine","A3557","14632466","2140","1","-2.0","Log unit","-4.605","ln unit","","Train","","","","",""
"C1=C(C(=NC=C1Br)CCCCNC=2NC=C(C(N2)=O)CC3=CC=C(N=C3)C)C","-","-","2","temelastine","A3557","14632466","2140","1","-1.88","Log unit","-4.329","ln unit","","Train","","","","",""
"NC(N)=NC1=NC(=CS1)C2=CC=CC(=C2)NC(C)=O","-","-","3","BBcpd16 (guanidinothiazole der.)","A3557","14632466","2140","1","-1.57","Log unit","-3.615","ln unit","","Train","","","","",""
"NC(N)=NC1=NC(=CS1)C2=CC=CC(=C2)NC(NC)=NC#N","-","-","4","BBcpd58 (guanidinothiazole der.)","A3557","14632466","2140","1","-1.54","Log unit","-3.546","ln unit","","Train","","","","",""
"CN(C)CC1=CC=C(CSCCNC=2NC=C(C(N2)=O)CC=3C=CC=4C=CC=CC4C3)O1","-","-","5","SK&F 93319","A3557","14632466","2140","1","-1.3","Log unit","-2.993","ln unit","","Train","","","","",""
"C1=NC2=C(N=CNC2=O)N1C3CCC(CO)O3","-","-","6","Didanosine","A3557","14632466","2140","1","-1.3","Log unit","-2.993","ln unit","","Train","","","","",""
"C1(=CC(=CC=N1)C=2N=C(NN2)N)N(C)C","-","-","7","BBCPD10","A3557","14632466","2140","1","-1.17","Log unit","-2.694","ln unit","","Train","","","","",""
"NC(N)=NC1=NC(=CS1)C2=CC=CC(=C2)N","-","-","8","BBcpd57 (guanidinothiazole der. )","A3557","14632466","2140","1","-1.15","Log unit","-2.648","ln unit","","Train","","","","",""
"CN(C)CC1=CC=C(CSCCNC2=C(C=CN2)[N+]([O-])=O)O1","-","-","9","BBcpd17 (ranitidine analog)","A3557","14632466","2140","1","-1.12","Log unit","-2.579","ln unit","","Train","","","","",""
"C1(=CC=CC=C1C(O)=O)O","-","-","10","Salicylic acid","A3557","14632466","2140","1","-1.1","Log unit","-2.533","ln unit","","Train","","","","",""
"S(CC=1OC(C(N)(C)C)=CC1)CCNC=2NC(=O)C(CC=3C=CC(=NC3)C)=CN2","-","-","11","Lupitidine","A3557","14632466","2140","1","-1.06","Log unit","-2.441","ln unit","","Train","","","","",""
"NC(N)=NC1=NC(=CS1)CSCCNC(NC)=NC#N","-","-","12","Tiotidine","A3557","14632466","2140","1","-0.82","Log unit","-1.888","ln unit","","Train","","","","",""
"CN(C)CC1=CC=C(CSCCNC2=C(C(CC3=CC=CC=C3)=CN2)[N+]([O-])=O)O1","-","-","13","BBcpd60 (ranitidine analog)","A3557","14632466","2140","1","-0.73","Log unit","-1.681","ln unit","","Train","","","","",""
"C1(CC(OC1CO)N2C=C(C(NC2=O)=O)C)N=[N+]=[N-]","-","-","14","Zidovudine","A3557","14632466","2140","1","-0.72","Log unit","-1.658","ln unit","","Train","","","","",""
"N=1C(=C(C=CC1)Br)CSCCNC2=C(C=CN2)C([O-])=O","-","-","15","BBcpd12 (cimetidine derivative)","A3557","14632466","2140","1","-0.67","Log unit","-1.543","ln unit","","Train","","","","",""
"C=1C=CN=C(C1)CSCCNC2=C(C=CN2)[N+]([O-])=O","-","-","16","BBCPD13","A3557","14632466","2140","1","-0.66","Log unit","-1.52","ln unit","","Train","","","","",""
"C1(=CC=CC=C1OC(C)=O)C(O)=O","-","-","17","Acetylsalicylic acid","A3557","14632466","2140","1","-0.5","Log unit","-1.151","ln unit","","Train","","","","",""
"C1CCCN(C1)CC2=CC=CC(=C2)OCCCNC(C)=O","-","-","18","BBCPD20","A3557","14632466","2140","1","-0.46","Log unit","-1.059","ln unit","","Train","","","","",""
"NCCC1=NC(=CS1)C2=CC=CC=C2","-","-","19","Y-G19","A3557","14632466","2140","1","-1.3","Log unit","-2.993","ln unit","","Train","","","","",""
"CNCCC1=CC=CC=N1","-","-","20","Y-G14","A3557","14632466","2140","1","-0.3","Log unit","-0.6908","ln unit","","Train","","","","",""
"N1C2=C(CC1=O)C(=CC=C2)CCN(CCC)CCC","-","-","21","SKF101468","A3557","14632466","2140","1","0.25","Log unit","0.5756","ln unit","","Train","","","","",""
"C1=CC(=CC(C2=CC=CC(=C2)NC3=C(C=CN3)[N+]([O-])=O)=N1)CN(C)C","-","-","22","BBCPD19","A3557","14632466","2140","1","-0.28","Log unit","-0.6447","ln unit","","Train","","","","",""
"CN(C)CC1=CC=C(C2=CC=CC(=C2)NC3=C(C=CN3)[N+]([O-])=O)O1","-","-","23","BBCPD18","A3557","14632466","2140","1","-0.27","Log unit","-0.6217","ln unit","","Train","","","","",""
"C1CCCN(C1)CC2=CC=CC(=C2)OCCCNC(C3=CC=CC=C3)=O","-","-","24","BBcpd21 (ranitidine analog)","A3557","14632466","2140","1","-0.24","Log unit","-0.5526","ln unit","","Train","","","","",""
"CCCC(CCC)C(O)=O","-","-","25","Valproic acid","A3557","14632466","2141","1","-0.22","Log unit","-0.5066","ln unit","","Train","","","","",""
"NC(N)=NC1=NC(=CS1)C2=CC=CC=C2","-","-","26","BBcpd15 (guanidinothiazole der. )","A3557","14632466","2141","1","-0.18","Log unit","-0.4145","ln unit","","Train","","","","",""
"CC(C)CO","-","-","27","2-Methyl propanol","A3557","14632466","2141","1","-0.17","Log unit","-0.3914","ln unit","","Train","","","","",""
"CCO","-","-","28","Ethanol","A3557","14632466","2141","1","-0.16","Log unit","-0.3684","ln unit","","Train","","","","",""
"CCCO","-","-","29","1-Propanol","A3557","14632466","2141","1","-0.16","Log unit","-0.3684","ln unit","","Train","","","","",""
"CC(C)O","-","-","30","2-Propanol","A3557","14632466","2141","1","-0.15","Log unit","-0.3454","ln unit","","Train","","","","",""
"CC(C)=O","-","-","31","Propanole","A3557","14632466","2141","1","-0.15","Log unit","-0.3454","ln unit","","Train","","","","",""
"C1=CC=CC=2N(C3=C(C=CC12)C=CC=C3)C(N)=O","-","-","32","carbamazepine","A3557","14632466","2141","1","-0.14","Log unit","-0.3224","ln unit","","Train","","","","",""
"C=1C=CN=C(C1)CSCCNC2=C(C(CC3=CC=CC=C3)=CN2)[N+]([O-])=O","-","-","33","BBcpd14 (cimetidine derivative )","A3557","14632466","2141","1","-0.12","Log unit","-0.2763","ln unit","","Train","","","","",""
"CCC(C)=O","-","-","34","Butanone","A3557","14632466","2141","1","-0.08","Log unit","-0.1842","ln unit","","Train","","","","",""
"N1C2=C(CC1=O)C(=CC=C2O)CCN(CCC)CCC","-","-","35","SKF89124","A3557","14632466","2141","1","-0.43","Log unit","-0.9901","ln unit","","Train","","","","",""
"NC(N)=NC1=NC(=CS1)C","-","-","36","ICI17148","A3557","14632466","2141","1","-0.04","Log unit","-0.0921","ln unit","","Train","","","","",""
"C1CCCN(C1)CC2=CC=CC(=C2)OCCCO","-","-","37","BBcpd22 (ranitidine analog)","A3557","14632466","2141","1","-0.02","Log unit","-0.04605","ln unit","","Train","","","","",""
"CCOCC","-","-","38","Diethyl ether","A3557","14632466","2141","1","0.0","Log unit","0.0","ln unit","","Train","","","","",""
"C1(C)=CC=NC2=C1NC(C=3C=CC=NC3N2C4CC4)=O","-","-","39","Nevirapine","A3557","14632466","2141","1","0.0","Log unit","0.0","ln unit","","Train","","","","",""
"N#N","-","-","40","Nitrogen","A3557","14632466","2141","1","0.03","Log unit","0.06908","ln unit","","Train","","","","",""
"N#NO","-","-","41","Nitrous Oxide","A3557","14632466","2141","1","0.03","Log unit","0.06908","ln unit","","Train","","","","",""
"C","-","-","42","Methane","A3557","14632466","2141","1","0.04","Log unit","0.0921","ln unit","","Train","","","","",""
"C(CCl)(F)(F)F","-","-","43","1,1,1-Trifluro-2-chloroethane","A3557","14632466","2141","1","0.08","Log unit","0.1842","ln unit","","Train","","","","",""
"C1=CC(=CC=2C3(C(N(C12)C)N(C)CC3)C)OC(NC)=O","-","-","44","physostigmine","A3557","14632466","2141","1","0.08","Log unit","0.1842","ln unit","","Train","","","","",""
"ClC1=CC=CC(Cl)=C1N=C2NCCN2","-","-","45","Clonidine","A3557","14632466","2141","1","0.11","Log unit","0.2533","ln unit","","Train","","","","",""
"C(F)=COC=CF","-","-","46","di-(2-fluroethane) ether","A3557","14632466","2141","1","0.13","Log unit","0.2993","ln unit","","Train","","","","",""
"C=COCC(F)(F)F","-","-","47","Fluroxene","A3557","14632466","2141","1","0.13","Log unit","0.2993","ln unit","","Train","","","","",""
"C1CCCN(C1)CC2=CC=CC(=C2)OCCCNC3=NC4=CC=CC=C4S3","-","-","48","Zolantidine","A3557","14632466","2141","1","0.14","Log unit","0.3224","ln unit","","Train","","","","",""
"C1CCCN(C1)CC2=CC=CC(=C2)OCCCNC3=NC4=CC=CC=C4O3","-","-","49","BBcpd26 (ranitidine analog)","A3557","14632466","2142","1","0.22","Log unit","0.5066","ln unit","","Train","","","","",""
"FC(OC(C(F)Cl)(F)F)F","-","-","50","enfluane","A3557","14632466","2142","1","0.24","Log unit","0.5526","ln unit","","Train","","","","",""
"C1=C(CCN)N=C2C=CC=CN12","-","-","51","Y-G20","A3557","14632466","2142","1","-1.4","Log unit","-3.224","ln unit","","Train","","","","",""
"C(C(F)Br)(F)(F)F","-","-","52","Teflurane","A3557","14632466","2142","1","0.27","Log unit","0.6217","ln unit","","Train","","","","",""
"C1=CC=CC(=C1)C(CC)NC(C=2C(C)=C(C=3C=CC=CC3)N=C4C=CC=CC24)=O","-","-","53","SB-222200","A3557","14632466","2142","1","0.3","Log unit","0.6908","ln unit","","Train","","","","",""
"C(=C(Cl)Cl)Cl","-","-","54","Trichloroethene","A3557","14632466","2142","1","0.34","Log unit","0.7829","ln unit","","Train","","","","",""
"C(C(Cl)Br)(F)(F)F","-","-","55","Halothane","A3557","14632466","2142","1","0.35","Log unit","0.8059","ln unit","","Train","","","","",""
"S(F)(F)(F)(F)(F)F","-","-","56","Sulphur Hexafluoride","A3557","14632466","2142","1","0.36","Log unit","0.8289","ln unit","","Train","","","","",""
"C1=CC=CC=C1","-","-","57","Benzene","A3557","14632466","2142","1","0.37","Log unit","0.852","ln unit","","Train","","","","",""
"C1=CC=CC(C)=C1","-","-","58","Toluene","A3557","14632466","2142","1","0.37","Log unit","0.852","ln unit","","Train","","","","",""
"C1=CC(=CC=C1Cl)C(C2=CC=CC=C2)N3CCN(CC3)CCOCCO","-","-","59","Hydroxyzine","A3557","14632466","2142","1","0.39","Log unit","0.898","ln unit","","Train","","","","",""
"CC(Cl)(Cl)Cl","-","-","60","1,1,1-Trichloroethane","A3557","14632466","2142","1","0.4","Log unit","0.921","ln unit","","Train","","","","",""
"FC(OC(C(F)(F)F)Cl)F","-","-","61","Isoflurane","A3557","14632466","2142","1","0.42","Log unit","0.9671","ln unit","","Train","","","","",""
"C1CCCN(C1)CC2=CC=CC(=C2)OCCCNC3=NC=CS3","-","-","62","BBcpd24 (ranitidine analog)","A3557","14632466","2142","1","0.44","Log unit","1.013","ln unit","","Train","","","","",""
"C1=CC=NC(=C1)N(CC2=CC=C(C=C2)OC)CCN(C)C","-","-","63","Mepyramine","A3557","14632466","2142","1","0.49","Log unit","1.128","ln unit","","Train","","","","",""
"C1CCCN(C1)CC2=CC=CC(=C2)OCCCNC3=CC=CC=N3","-","-","64","BBcpd23 (ranitidine analog)","A3557","14632466","2142","1","0.69","Log unit","1.589","ln unit","","Train","","","","",""
"C(CCC)C","-","-","65","Pentane","A3557","14632466","2142","1","0.76","Log unit","1.75","ln unit","","Train","","","","",""
"C(CCCC)C","-","-","66","Hexane","A3557","14632466","2142","1","0.8","Log unit","1.842","ln unit","","Train","","","","",""
"CCCCCCC","-","-","67","Heptane","A3557","14632466","2142","1","0.81","Log unit","1.865","ln unit","","Train","","","","",""
"N(CCC=C1C=2C(CCC=3C1=CC=CC3)=CC=CC2)(C)C","-","-","68","Amitriptyline; amitryptalline","A3557","14632466","2142","1","0.89","Log unit","2.049","ln unit","","Train","","","","",""
"CCC(C)CCC","-","-","69","3-Methylhexane","A3557","14632466","2142","1","0.9","Log unit","2.072","ln unit","","Train","","","","",""
"C1(C)CCCC1","-","-","70","Methyl cyclopentane","A3557","14632466","2142","1","0.93","Log unit","2.141","ln unit","","Train","","","","",""
"CC(C)CCC","-","-","71","2-methylpentane","A3557","14632466","2142","1","0.97","Log unit","2.234","ln unit","","Train","","","","",""
"C1=CC=CC=C1NC(=O)OC2=CC=C3C(=C2)C4(C)CCN(C4N3C)C","-","-","72","Phenserine","A3557","14632466","2142","1","1.0","Log unit","2.303","ln unit","","Train","","","","",""
"O=C(CCCC1=CC=C(C=C1)N(CCCl)CCCl)OC(C)(C)C","-","-","73","tertbutylchlorambucil","A3557","14632466","2143","1","1.0","Log unit","2.303","ln unit","","Train","","","","",""
"CCC(C)CC","-","-","74","3-Methyl pentane","A3557","14632466","2143","1","1.01","Log unit","2.326","ln unit","","Train","","","","",""
"CC(C)(C)CC","-","-","75","2,2-dimethyl butane","A3557","14632466","2143","1","1.04","Log unit","2.395","ln unit","","Train","","","","",""
"C1=CC=CC2=C1CCC=3C=CC=CC3N2CCCN(C)C","-","-","76","Imipramine","A3557","14632466","2143","1","0.83","Log unit","1.911","ln unit","","Train","","","","",""
"C1=CC=CC2=C1CCC=3C=CC=CC3N2CCCNC","-","-","77","Desipramine","A3557","14632466","2143","1","1.2","Log unit","2.763","ln unit","","Train","","","","",""
"FC(F)(F)C=1C=C2C(SC=3C=CC=CC3N2CCCN4CCN(C)CC4)=CC1","-","-","","Trifluoroperazine","A3557","14632466","2143","1","1.44","Log unit","3.316","ln unit","","Train","","","","",""
"C1(C2=C(N(C(N1C)=O)C)NC=N2)=O","-","-","C1","-","A3557","14632466","2144","2","-0.29","Log unit","-0.6677","ln unit","","Test","","","","",""
"C12=C(N=CN1C)N(C(N(C2=O)C)=O)C","-","-","C2","-","A3557","14632466","2144","2","-0.06","Log unit","-0.1382","ln unit","","Test","","","","",""
"C=1C=C(C=CC1)N2C(C=C(N2C)C)=O","-","-","C3","-","A3557","14632466","2144","2","-0.1","Log unit","-0.2303","ln unit","","Test","","","","",""
"[O-][N+](=O)C=C(NC)NCCSC=1OC(=CC1)CN(C)C","-","-","C4","-","A3557","14632466","2144","2","-1.23","Log unit","-2.832","ln unit","","Test","","","","",""
"C=1C=C(C=CC1O)NC(C)=O","-","-","C5","-","A3557","14632466","2144","2","-0.31","Log unit","-0.7138","ln unit","","Test","","","","",""
"O=C(O)C(C)C=1C=CC(=CC1)CC(C)C","-","-","C6","-","A3557","14632466","2144","2","-0.18","Log unit","-0.4145","ln unit","","Test","","","","",""
"C1=C2C(=CC(=C1Cl)Cl)N(N=C2)CCN","-","-","C7","-","A3557","14632466","2144","2","0.11","Log unit","0.2533","ln unit","","Test","","","","",""
"C=1C2=C3C(=C(C1)OC)OC4C35C(C(N(CC5)C)C2)C=CC4O","-","-","C8","-","A3557","14632466","2144","2","0.55","Log unit","1.266","ln unit","","Test","","","","",""
"C1(C(C(NC(N1)=O)=O)(CC)C(C)CCC)=O","-","-","C9","-","A3557","14632466","2144","2","0.12","Log unit","0.2763","ln unit","","Test","","","","",""
"N#CNC(NC)=NCCSCC=1N=CNC1C","-","-","C10","-","A3557","14632466","2144","2","-1.42","Log unit","-3.27","ln unit","","Test","","","","",""
"C1=CC(=CC=2C(=NCC=3N(C12)C(=NN3)C)C=4C=CC=CC4)Cl","-","-","C11","-","A3557","14632466","2145","2","0.04","Log unit","0.0921","ln unit","","Test","","","","",""
"C=1C=C(C=CC1OC)CN(CCN(C)C)C=2C=CC=CN2","-","-","C12","-","A3557","14632466","2145","2","0.49","Log unit","1.128","ln unit","","Test","","","","",""
"O=C(O)CC1C2=C(N(C1C)C(=O)C=3C=CC(=CC3)Cl)C=CC(=C2)OC","-","-","C13","-","A3557","14632466","2145","2","-1.26","Log unit","-2.901","ln unit","","Test","","","","",""
"C=1C=C(C=CC1)C=2C=3C(NC(C(N2)O)=O)=CC=C(C3)Cl","-","-","C14","-","A3557","14632466","2145","2","0.61","Log unit","1.405","ln unit","","Test","","","","",""
"C1C(C(NCC1)C2=CC=CC=C2)NCC3=CC(=CC4=C3OCC4)OC","-","-","C15","-","A3557","14632466","2145","2","0.39","Log unit","0.898","ln unit","","Test","","","","",""
"C=1C=C2C(=CC1)N(C3=C(C=CC=C3)CC2)CCCN(C)C","-","-","C16","-","A3557","14632466","2145","2","0.83","Log unit","1.911","ln unit","","Test","","","","",""
"C=1C(=CC=CC1CC)NC(=NC2=CC=CC(=C2)CC)C","-","-","C17","-","A3557","14632466","2145","2","1.2","Log unit","2.763","ln unit","","Test","","","","",""
"C=1N=C(N2C3=C(C(=NCC12)C4=CC=CC=C4F)C=C(C=C3)Cl)C","-","-","C18","-","A3557","14632466","2145","2","0.36","Log unit","0.8289","ln unit","","Test","","","","",""
"C=1C=C(C=C(C1OC)OC)C(C(C)C)(C#N)CCCN(CCC=2C=C(C(=CC2)OC)OC)C","-","-","C19","-","A3557","14632466","2145","2","-0.7","Log unit","-1.612","ln unit","","Test","","","","",""
"C=1C=C2C(=CC1)N(C3=C(S2)C=CC=C3)CCCN(C)C","-","-","C20","-","A3557","14632466","2145","2","1.23","Log unit","2.832","ln unit","","Test","","","","",""
"C=1C2=C(C=CC1)SC3=C(N2CCCN(C)C)C=C(C=C3)Cl","-","-","C21","-","A3557","14632466","2145","2","1.06","Log unit","2.441","ln unit","","Test","","","","",""
"N1(C(CCCC1)CCN2C3=C(SC=4C2=CC(=CC4)SC)C=CC=C3)C","-","-","C22","-","A3557","14632466","2145","2","0.24","Log unit","0.5526","ln unit","","Test","","","","",""
"ClCCNC(=O)N(N=O)CCCl","-","-","C23","-","A3557","14632466","2145","2","-0.52","Log unit","-1.197","ln unit","","Test","","","","",""
"C=1C=C(C=CC1)C=2N=C(SC2)CCN","-","-","B1","-","A3557","14632466","2144","2","-1.3","Log unit","-2.993","ln unit","","Test","","","","",""
"C=1N2C(C=CC1)=NC(=C2)CCN","-","-","B2","-","A3557","14632466","2144","2","-1.4","Log unit","-3.224","ln unit","","Test","","","","",""
"CCCN(CCC)CCC=1C=CC(O)=C2NC(=O)CC12","-","-","B3","-","A3557","14632466","2144","2","-0.43","Log unit","-0.9901","ln unit","","Test","","","","",""
"CCCN(CCC)CCC=1C=CC=C2NC(=O)CC12","-","-","B4","-","A3557","14632466","2144","2","0.25","Log unit","0.5756","ln unit","","Test","","","","",""
"C1=C(N=CC=C1)CCNC","-","-","B5","-","A3557","14632466","2144","2","-0.3","Log unit","-0.6908","ln unit","","Test","","","","",""
"C1=C(N=CC=C1)CCN(C)C","-","-","B6","-","A3557","14632466","2144","2","-0.06","Log unit","-0.1382","ln unit","","Test","","","","",""
"N1=C(SC=C1)CCN","-","-","B7","-","A3557","14632466","2144","2","-0.42","Log unit","-0.9671","ln unit","","Test","","","","",""
"C1CN(CCC1C=2N=CNC2)C(NC3CCCCC3)=S","-","-","B8","-","A3557","14632466","2144","2","-0.16","Log unit","-0.3684","ln unit","","Test","","","","",""
"C1=C2C(=CC=C1)C(C3=C(C=C2)C=CC=C3)C(=O)N","-","-","B9","-","A3557","14632466","2144","2","0.0","Log unit","0.0","ln unit","","Test","","","","",""
"C1=C2C(=CC=C1)C(C3=C(C4C2O4)C=CC=C3)C(=O)N","-","-","B10","-","A3557","14632466","2144","2","-0.34","Log unit","-0.7829","ln unit","","Test","","","","",""
"C1=C2C(=C(C=C1)Cl)C(N(CC=3N2C=NC3C=4N=C(ON4)C(C)C)C)=O","-","-","B11","-","A3557","14632466","2144","2","-0.3","Log unit","-0.6908","ln unit","","Test","","","","",""
